City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
458,Trowbridge,GB,51.3189,-2.2086,53.42,77,100,2.8,overcast clouds
459,Pafos,CY,34.7667,32.4167,83.98,8,0,23.02,clear sky
460,Thinadhoo,MV,0.5333,72.9333,83.03,73,86,9.64,light rain
461,Papara,BR,-3.9839,-38.7273,82.8,94,94,2.86,light rain
462,San Angelo,US,31.4638,-100.437,93.42,8,0,17.27,clear sky
463,Lindi,TZ,-10.0,39.7167,73.67,97,15,4.21,few clouds
464,Amga,RU,60.8953,131.9608,16.59,89,41,3.58,scattered clouds
465,Manoel Urbano,BR,-8.8389,-69.2597,79.36,92,66,3.0,light rain
466,Hovd,MN,48.0056,91.6419,42.49,29,0,6.93,clear sky
467,Malihabad,IN,26.9167,80.7167,76.91,11,2,1.36,clear sky
468,Shingu,JP,33.7333,135.9833,58.42,89,99,7.83,overcast clouds
469,Baykit,RU,61.67,96.37,26.96,85,98,10.78,overcast clouds
470,Ancud,CL,-41.8697,-73.8203,56.23,76,100,5.3,overcast clouds
471,Portland,US,45.5234,-122.6762,60.62,43,100,6.91,overcast clouds
472,Kruisfontein,ZA,-34.0033,24.7314,58.89,90,2,5.59,clear sky
473,Poronaysk,RU,49.2167,143.1167,29.32,94,94,7.61,overcast clouds
474,Bulalacao,PH,12.3254,121.3435,78.6,80,60,14.92,broken clouds
475,Akyab,MM,20.15,92.9,80.8,85,10,2.91,clear sky
476,Khash,IR,28.2211,61.2158,69.39,31,0,6.96,clear sky
477,Careiro Da Varzea,BR,-3.2003,-59.8119,79.43,81,96,0.25,moderate rain
478,Xinan,CN,26.72,119.8556,57.27,79,99,2.28,overcast clouds
479,Taybad,IR,34.74,60.7756,57.09,63,100,14.97,overcast clouds
480,Kincardine,GB,56.0667,-3.7167,57.97,78,100,4.38,overcast clouds
481,Riyadh,SA,24.6877,46.7219,73.54,19,0,10.0,clear sky
482,Bembereke,BJ,10.2283,2.6634,85.62,32,84,1.77,broken clouds
483,Wahiawa,US,21.5028,-158.0236,80.92,65,100,9.22,overcast clouds
484,Igaracu Do Tiete,BR,-22.5092,-48.5578,66.42,68,1,7.38,clear sky
485,Lichtenburg,ZA,-26.152,26.1597,55.04,94,100,4.54,light rain
486,Ushibuka,JP,32.1906,130.0228,57.7,68,100,4.05,overcast clouds
487,Charters Towers,AU,-20.1,146.2667,65.32,89,0,7.36,clear sky
488,Khasan,RU,42.4308,130.6434,42.66,60,68,6.33,broken clouds
489,Wajid,SO,3.8093,43.2471,79.2,66,42,14.56,scattered clouds
490,Bilma,NE,18.6853,12.9164,84.24,10,57,5.48,broken clouds
491,Yatou,CN,37.15,122.3833,52.3,48,100,6.31,overcast clouds
492,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,78,75,14.97,broken clouds
493,Puerto Madero,MX,14.7208,-92.4215,89.8,58,20,14.97,few clouds
494,Buchanan,LR,5.8808,-10.0467,78.85,83,100,6.64,overcast clouds
495,Seabra,BR,-12.4186,-41.7703,68.99,90,100,5.95,overcast clouds
496,Sibolga,ID,1.7427,98.7792,77.56,88,97,3.02,light rain
497,Macia,MZ,-25.0269,33.0989,65.86,97,100,6.26,light rain
498,Safaga,EG,26.7292,33.9365,83.3,30,65,3.02,broken clouds
499,Creston,US,41.0586,-94.3614,32.34,100,40,6.91,light snow
500,Caconda,AO,-13.7333,15.0667,62.02,94,100,2.84,overcast clouds
501,Aljezur,PT,37.3191,-8.8033,59.25,87,100,9.93,overcast clouds
502,Coihaique,CL,-45.5752,-72.0662,56.01,67,100,3.44,overcast clouds
503,Ventspils,LV,57.3894,21.5606,35.53,69,0,4.61,clear sky
504,Egvekinot,RU,66.3167,-179.1667,24.85,85,99,13.49,overcast clouds
505,San Pedro,PH,14.35,121.0167,80.35,78,40,4.61,scattered clouds
506,Evensk,RU,61.95,159.2333,26.53,82,100,5.46,overcast clouds
507,Micheweni,TZ,-4.9667,39.8333,80.02,85,96,10.0,light rain
508,Kenai,US,60.5544,-151.2583,44.02,60,100,3.44,overcast clouds
509,Leon,MX,21.1167,-101.6667,93.25,7,81,8.7,broken clouds
510,San Juan Bautista,PE,-14.0108,-75.7358,79.88,42,5,12.39,clear sky
511,Gimli,CA,50.6336,-96.9907,24.82,86,100,6.91,overcast clouds
512,Tarakan,ID,3.3,117.6333,78.73,84,100,5.5,light rain
513,Komsomolskiy,UZ,40.4272,71.7189,63.32,39,22,9.22,few clouds
514,San Matias,BO,-16.3667,-58.4,85.39,51,1,1.9,clear sky
515,Gayeri,BF,12.6497,0.4931,88.48,12,92,8.93,overcast clouds
516,Bhikhi,IN,30.0667,75.5333,82.62,15,3,5.39,clear sky
517,Sergeyevka,KZ,53.88,67.4158,43.5,54,100,7.36,overcast clouds
518,Porto Walter,BR,-8.2686,-72.7439,83.26,64,72,4.16,broken clouds
519,Buin,CL,-33.7333,-70.75,75.52,33,13,8.59,few clouds
520,Praya,CV,14.9215,-23.5087,72.14,68,20,13.8,few clouds
521,Zonguldak,TR,41.25,31.8333,46.18,98,100,2.51,overcast clouds
522,Viseu,PT,40.661,-7.9097,55.72,87,62,0.98,broken clouds
523,Paka,MY,4.6374,103.4368,76.93,100,90,0.0,overcast clouds
524,Yarada,IN,17.65,83.2667,84.52,89,75,6.91,broken clouds
525,Sioux Lookout,CA,50.1001,-91.917,30.27,59,100,4.61,overcast clouds
526,Tingi,TZ,-11.3,35.0333,62.42,95,15,3.29,few clouds
527,Nichinan,JP,31.6,131.3667,57.69,72,100,3.91,overcast clouds
528,Sheridan,US,44.8333,-106.9173,41.38,41,75,27.63,broken clouds
529,Svetlyy,RU,54.675,20.1347,36.97,78,56,6.64,broken clouds
530,Najran,SA,17.4924,44.1277,75.85,28,95,3.89,overcast clouds
531,Wamba,NG,8.9333,8.6,78.46,71,100,2.62,light rain
532,Chala,TZ,-7.5833,31.2667,57.76,93,32,3.78,scattered clouds
533,Guamuchil,MX,25.4667,-108.1,98.74,7,98,8.63,overcast clouds
534,Maningrida,AU,-12.0667,134.2667,73.74,93,100,8.3,overcast clouds
535,Fare,PF,-16.7,-151.0167,81.46,72,11,12.71,few clouds
536,Santa Isabel,BR,-23.3156,-46.2214,63.7,93,58,5.35,broken clouds
537,Moreira Sales,BR,-24.0622,-53.0069,67.03,66,11,3.36,few clouds
538,Harlingen,US,26.1906,-97.6961,91.36,44,0,13.8,clear sky
539,Kaspiyskiy,RU,45.3929,47.3707,52.75,79,78,11.68,broken clouds
540,Solnechnyy,RU,50.7214,136.6319,23.0,93,96,2.89,overcast clouds
541,Novoagansk,RU,61.9449,76.6625,5.16,99,69,3.33,broken clouds
542,Buritis,BR,-15.6178,-46.4233,79.27,56,90,3.53,overcast clouds
543,Marshfield,US,44.6689,-90.1718,44.65,42,20,10.36,few clouds
544,Verin,ES,41.9415,-7.4381,55.56,77,18,5.37,few clouds
545,Bowen,AU,-20.0167,148.2333,71.44,82,2,10.22,clear sky
546,Lumsden,CA,50.6501,-104.8678,33.01,66,99,11.07,overcast clouds
547,Lagos,NG,6.5833,3.75,82.72,89,100,3.87,light rain
548,Pemangkat,ID,1.1667,108.9667,78.33,88,73,6.51,light rain
549,Porto Novo,BJ,6.4965,2.6036,84.02,76,100,6.91,light rain
550,Menongue,AO,-14.6585,17.691,62.87,95,19,3.74,few clouds
551,Vetlanda,SE,57.4289,15.0776,42.15,77,14,2.91,few clouds
552,Port Hardy,CA,50.6996,-127.4199,51.98,58,75,26.46,broken clouds
553,Flinders,AU,-34.5833,150.8552,62.38,87,82,4.0,broken clouds
554,Necochea,AR,-38.5473,-58.7368,61.97,77,71,12.5,broken clouds
555,Mastung,PK,29.7994,66.845,69.06,33,100,1.97,overcast clouds
556,Psedakh,RU,43.4672,44.5692,50.41,68,34,2.19,scattered clouds
557,Port Moresby,PG,-9.4431,147.1797,76.42,94,40,6.91,scattered clouds
558,Northam,GB,51.0333,-4.2167,51.39,90,17,14.07,few clouds
559,Nilo,CO,4.306,-74.6208,81.88,76,96,2.62,overcast clouds
560,San Lawrenz,MT,36.0553,14.204,55.85,80,0,7.0,clear sky
561,Catamarca,AR,-28.4696,-65.7852,75.78,47,19,4.0,few clouds
562,Omsukchan,RU,62.5333,155.8,17.53,91,99,2.15,overcast clouds
563,Unai,BR,-16.3575,-46.9061,76.48,62,80,3.44,broken clouds
564,Durban,ZA,-29.8579,31.0292,64.92,95,98,5.01,overcast clouds
565,Carballo,ES,43.213,-8.691,56.75,93,94,7.34,overcast clouds
566,Jiamusi,CN,46.8333,130.35,35.06,53,0,5.59,clear sky
567,Urumqi,CN,43.801,87.6005,59.95,10,0,6.71,clear sky
568,Biak,ID,-0.9131,122.8766,75.33,78,68,2.95,broken clouds
569,Ust-Tsilma,RU,65.441,52.1498,32.94,98,100,5.32,overcast clouds
570,Siemiatycze,PL,52.4272,22.8623,36.45,71,90,6.76,overcast clouds
571,Islampur,IN,26.2667,88.2,76.23,69,0,12.97,clear sky
572,Port Hedland,AU,-20.3167,118.5667,77.05,61,27,6.91,scattered clouds
573,Pueblo,US,38.2545,-104.6091,77.76,12,0,14.0,clear sky
574,Pyinmana,MM,19.7333,96.2167,81.55,60,55,5.44,broken clouds
575,Gushikawa,JP,26.3544,127.8686,66.2,84,75,4.61,broken clouds
576,Luzzi,IT,39.4461,16.2883,48.69,67,100,8.01,fog
577,Serebryansk,KZ,49.6925,83.2892,36.36,76,99,5.21,overcast clouds
578,Sisimiut,GL,66.9395,-53.6735,19.69,74,100,6.49,overcast clouds
579,Broken Hill,AU,-31.95,141.4333,69.94,37,100,6.31,overcast clouds
580,Bonavista,CA,48.6499,-53.1147,35.35,96,95,24.45,overcast clouds
581,Birin,NP,26.8865,88.0718,59.31,59,0,5.73,clear sky
582,Messina,IT,38.1933,15.5497,55.2,88,75,10.36,broken clouds
583,Buncrana,IE,55.1333,-7.45,48.42,95,100,6.53,overcast clouds
584,Kaduy,RU,59.2,37.15,30.83,94,85,1.7,overcast clouds
585,Saint-Pierre,RE,-21.3393,55.4781,74.88,87,75,8.05,broken clouds
586,Berlevag,NO,70.8578,29.0864,41.0,87,100,14.97,overcast clouds
587,Andra,RU,62.5147,65.8878,22.73,96,99,3.36,light snow
588,Hirara,JP,24.8,125.2833,70.29,69,87,7.74,overcast clouds
589,Manta,EC,-0.95,-80.7333,85.78,62,40,5.75,scattered clouds
590,Floro,NO,61.5996,5.0328,48.16,76,100,8.05,overcast clouds
591,Sawakin,SD,19.1059,37.3321,81.19,46,4,1.01,clear sky
592,Bertoua,CM,4.5833,13.6833,69.87,90,75,2.39,light rain
593,Upanema,BR,-5.6419,-37.2578,81.64,73,96,11.39,overcast clouds
594,Nyurba,RU,63.2842,118.3319,34.54,98,100,9.93,overcast clouds
595,Jibuti,DJ,11.5,42.5,76.5,72,5,8.25,clear sky
596,Bintulu,MY,3.1667,113.0333,79.21,94,40,2.3,scattered clouds
597,Naze,JP,28.3667,129.4833,56.32,61,76,4.92,broken clouds
598,Terre-De-Bas,GP,15.8501,-61.6442,81.91,66,95,20.6,overcast clouds
599,Turukhansk,RU,65.8167,87.9833,-0.76,99,98,7.52,overcast clouds
600,Pachino,IT,36.7186,15.0907,53.96,86,5,4.14,clear sky
601,Chanderi,IN,24.7167,78.1333,87.21,10,1,9.17,clear sky
602,Wajir,KE,1.7471,40.0573,83.98,61,99,15.59,overcast clouds
603,Laem Sing,TH,12.4816,102.0738,85.14,100,100,3.78,overcast clouds
604,Sawtell,AU,-30.3833,153.1,64.42,94,100,2.3,overcast clouds
605,Aragarcas,BR,-15.8975,-52.2508,73.27,54,100,0.92,overcast clouds
606,Kalabo,ZM,-14.97,22.6814,67.82,90,86,4.74,light rain
607,Houston,US,29.7633,-95.3633,89.35,66,75,18.41,haze
608,Mwinilunga,ZM,-11.7358,24.4293,62.53,97,95,3.76,light rain
609,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,77,40,13.89,scattered clouds
610,Touros,BR,-5.1989,-35.4608,80.2,77,70,7.58,broken clouds
611,Kofele,ET,7.0667,38.7833,53.11,95,100,4.81,moderate rain
612,Babstovo,RU,48.1167,132.4833,31.87,75,4,4.72,clear sky
613,Anan,JP,33.9167,134.65,49.78,61,99,5.59,overcast clouds
614,Tazovskiy,RU,67.4667,78.7,12.09,92,98,13.18,overcast clouds
615,Rusape,ZW,-18.5278,32.1284,60.82,93,96,5.97,overcast clouds
616,Kanigoro,ID,-8.13,112.219,73.54,95,99,3.22,overcast clouds
617,Arraias,BR,-12.9288,-46.9437,72.68,85,40,4.12,scattered clouds
618,Sambava,MG,-14.2667,50.1667,75.4,89,81,10.29,broken clouds
619,Mehamn,NO,71.0357,27.8492,40.95,93,75,19.57,broken clouds
620,Araouane,ML,18.9048,-3.5265,77.85,20,0,9.1,clear sky
621,Bandrele,YT,-12.9067,45.1914,78.55,83,0,5.75,clear sky
622,Ovalle,CL,-30.5983,-71.2003,75.83,38,0,5.93,clear sky
623,Garden City,US,42.3256,-83.331,46.78,43,20,13.8,few clouds
624,Ciudad Bolivar,VE,8.1222,-63.5497,97.45,28,82,14.34,broken clouds
625,Havelock,US,34.8791,-76.9013,69.78,59,0,19.57,clear sky
626,Cape Coast,GH,5.1053,-1.2466,80.92,83,100,15.03,overcast clouds
627,Montepuez,MZ,-13.1256,38.9997,69.3,96,9,6.2,clear sky
628,Saa,CM,4.3667,11.45,72.82,96,99,3.96,light rain
629,Altagracia De Orituco,VE,9.8601,-66.3814,85.32,50,100,5.12,overcast clouds
630,Genhe,CN,50.7833,121.5167,29.17,50,100,4.38,overcast clouds
631,Moreira,PT,41.056,-8.3894,61.3,84,31,1.41,scattered clouds
632,Kaura Namoda,NG,12.5898,6.5779,92.97,14,74,3.49,broken clouds
633,Maraa,BR,-1.8333,-65.3667,82.62,81,93,3.38,overcast clouds
634,Ugoofaaru,MV,5.6667,73.0,83.95,74,100,9.55,overcast clouds
635,Goundi,TD,9.3627,17.366,91.11,35,84,2.89,broken clouds
636,Alpena,US,45.0617,-83.4327,39.52,59,0,12.66,clear sky
637,Varca,IN,15.2167,73.9167,79.59,77,13,2.64,few clouds
638,Fuerte Olimpo,PY,-21.0415,-57.8738,80.1,42,51,7.45,broken clouds
639,Pogar,RU,52.554,33.2591,33.85,98,100,10.83,light snow
640,Esna,EG,25.2934,32.554,89.42,10,46,5.97,scattered clouds
641,Coxquihui,MX,20.1833,-97.5833,90.09,26,17,9.28,few clouds
642,Noumea,NC,-22.2763,166.4572,77.0,99,13,4.0,few clouds
643,Stuttgart,DE,48.7823,9.177,46.42,67,0,1.14,clear sky
644,Ovsyanka,RU,55.9575,92.5519,45.57,94,100,4.38,overcast clouds
645,Paide,EE,58.8856,25.5572,34.77,71,97,1.77,overcast clouds
646,Azare,NG,11.6765,10.1948,82.31,57,88,8.43,light rain
647,Mae Hong Son,TH,19.3003,97.9685,78.17,59,59,0.89,broken clouds
648,La Ermita,MX,20.4139,-101.9936,95.2,8,95,5.01,overcast clouds
649,Wagar,SD,16.1525,36.2032,92.71,18,10,12.17,clear sky
650,Ola,RU,59.5833,151.2833,25.14,71,100,5.39,overcast clouds
651,Grafton,US,42.207,-71.6856,48.72,49,40,11.5,scattered clouds
652,Cheremukhovo,RU,60.3484,59.9851,16.63,95,6,3.11,clear sky
653,Abohar,IN,30.15,74.1833,82.78,12,6,7.23,clear sky
654,Cumberland,US,35.0502,-78.8664,79.3,40,20,11.5,few clouds
655,Hervey Bay,AU,-25.2986,152.8535,70.14,68,67,8.25,broken clouds
656,Ocampo,MX,21.65,-101.5,85.84,8,75,11.21,broken clouds
657,Aktash,RU,50.3,87.7333,26.64,57,100,3.04,overcast clouds
658,Wundanyi,KE,-3.4019,38.364,61.74,92,91,5.1,overcast clouds
659,Ushtobe,KZ,45.2514,77.9838,60.08,27,80,3.02,broken clouds
660,Wardha,IN,20.75,78.6167,89.51,14,1,3.65,clear sky
661,Southbridge,US,42.0751,-72.0334,47.35,59,96,5.01,overcast clouds
662,Tsagan Aman,RU,47.5639,46.7218,56.71,57,100,7.85,overcast clouds
663,Mukhen,RU,48.1,136.1,31.87,90,93,2.93,light snow
664,Marinette,US,45.1,-87.6307,39.25,56,0,5.75,clear sky
665,Liverpool,GB,53.4106,-2.9779,55.89,82,40,8.05,scattered clouds
666,Valparaiso,CL,-33.0393,-71.6273,56.48,82,100,5.75,mist
667,Roebourne,AU,-20.7833,117.1333,83.12,33,24,12.33,few clouds
668,La Ronge,CA,55.1001,-105.2842,35.82,40,75,6.91,broken clouds
669,Sweetwater,US,25.7634,-80.3731,86.02,67,40,11.5,scattered clouds
670,Enumclaw,US,47.2043,-121.9915,58.8,41,51,4.0,broken clouds
671,Ambulu,ID,-8.345,113.6058,76.51,90,100,3.29,overcast clouds
672,Dunedin,NZ,-45.8742,170.5036,50.31,79,0,2.62,clear sky
673,Manakara,MG,-22.1333,48.0167,72.59,90,36,3.65,scattered clouds
674,Porto Velho,BR,-8.7619,-63.9039,80.65,89,40,2.3,heavy intensity rain
675,Ahipara,NZ,-35.1667,173.1667,68.63,91,100,14.45,light rain
676,Katherine,AU,-14.4667,132.2667,71.92,83,12,3.44,few clouds
677,Nanortalik,GL,60.1432,-45.2371,30.4,82,49,9.78,scattered clouds
678,Caravelas,BR,-17.7125,-39.2481,77.29,66,100,10.89,overcast clouds
679,Porto Torres,IT,40.835,8.3972,51.98,57,2,6.98,clear sky
680,Santo Amaro Da Imperatriz,BR,-27.6881,-48.7786,69.62,84,96,2.08,overcast clouds
681,Paamiut,GL,61.994,-49.6678,28.99,78,100,2.19,overcast clouds
682,Zharkent,KZ,44.1628,80.0,62.49,19,27,4.99,scattered clouds
683,Manaus,BR,-3.1019,-60.025,79.3,94,75,5.75,light rain
684,Ape,LV,57.5393,26.6929,29.71,65,33,2.26,scattered clouds
685,Kailua,US,21.4022,-157.7394,84.18,70,40,12.66,scattered clouds
686,Mandalgovi,MN,45.7625,106.2708,38.12,39,2,7.94,clear sky
687,Benguela,AO,-12.5763,13.4055,77.02,89,99,3.83,light rain
688,Valdivia,CL,-39.8142,-73.2459,59.09,67,100,3.38,overcast clouds
689,Fountain Hills,US,33.6117,-111.7174,91.09,9,0,9.22,clear sky
690,Chadiza,ZM,-14.0678,32.4392,63.77,98,18,4.38,few clouds
691,Dahra,DZ,36.2546,0.8519,58.39,66,6,2.55,clear sky
